Continent,Union,Country,Name,Lift Operator,Phone,Email,no. of lift,Longitude,Latitude,WixID
Europe,,Switzerland,Montoz �E��E Tavannes,Téléskis La Golatte,"""+41798158974""",info@lagolatte.ch,1,7.2040311,47.2173989,1f89b092-b408-4eaa-88c7-5cdaf0a50405
Europe,EU,Austria,Lärchenhof �E��E Erpfendorf,Der Lärchenhof,"""+4353528138""",info@laerchenhof-tirol.at,1,12.5010198,47.5792742,20ce1e2a-9b6a-45ba-9581-30f03017c930
Europe,EU,Italy,Ladurns,Bergbahnen Ladurns,"""+390472770559""",info@ladurns.it,3,11.38775,46.951211,724cdc98-433c-4ccc-a4ae-199718073816
South America,,Argentina,Cerro Perito Moreno �E��E El Bolsón (Laderas),Cerro Perito Moreno,"""+542944498682""",info@laderas.com.ar,14,-71.563997,-41.790152,b39797d2-a92e-450c-849b-739f3756d397
Europe,EU,France,Brabant �E��E La Bresse,Station du Brabant,"""+33329256043""",info@labresse-brabant.com,3,6.8614674,47.9900482,e81a2df3-fc1e-4a86-be10-0cd0e58526e7
Europe,,Switzerland,La Berra �E��E La Roche,SRM La Berra SA,"""+41264132152""",info@laberra.ch,7,7.1840451,46.6759738,c5332f4f-031b-4f94-8356-db948f83f5d1
Europe,,Switzerland,Falera,Mountain Vision AG,"""+41819277007""",info@laax.com,28,9.2304912,46.8012412,b089fac4-4be1-4435-af00-8fdc1c811056
Europe,,Switzerland,Flims,Mountain Vision AG,"""+41819277007""",info@laax.com,28,9.2846923,46.8366348,fd2b7577-79f9-40cc-9285-94ec964af20f
Europe,,Switzerland,Laax,Mountain Vision AG,"""+41819277007""",info@laax.com,28,9.2607783,46.8091625,152f5e57-a160-4be1-bb08-db4bab2d5db7
Europe,EU,Sweden,Kungsberget,Kungsbergets Fritidsanläggningar AB,"""+4654132600""",info@kungsberget.se,8,16.4977152,60.7590902,ebfea00f-4597-40fe-9886-9f8cbca42e35
Europe,EU,Sweden,Elefantberget �E��E Hammarstrand,Kullstabacken,"""+4669610051""",info@kullstabacken.se,1,16.3539389,63.112324,736a2232-446d-446a-aa73-fdc2bf11ae89
Europe,EU,Sweden,Kullstabacken,Kullstabacken,"""+4669610051""",info@kullstabacken.se,1,16.3272694,63.0975718,0e9b4bd6-7d4c-46da-acb0-744511043c48
Europe,EU,Austria,Bad Häring,Tourismusverband Kufsteinerland,"""+43537262207""",info@kufstein.com,1,12.1185066,47.5108796,fff8972f-0005-4eab-9895-15772574bcbe
Europe,EU,Italy,Kronplatz (Plan de Corones),Tourismusverband Ferienregion Kronplatz,"""+390474555447""",info@kronplatz.com,32,11.9576188,46.7386315,a3eb75ca-0297-4b90-b97d-85e38407a06f
Europe,EU,Italy,Taisten (Tesido),Tourismusverband Ferienregion Kronplatz,"""+390474555447""",info@kronplatz.com,1,12.1067087,46.7547568,5583cb7d-f300-4d5d-acad-7b7662a0d0b8
Europe,EU,Austria,Kristberg �E��E Silbertal,Montafoner Kristbergbahn Silbertal GmbH,"""+43555674119""",info@kristbergbahn.at,3,9.98338,47.107596,28ea8b8b-9b65-4d03-be46-546722efc566
Europe,EU,Slovenia,Kranjska Gora,"RTC ŽiāEnice, Kranjska Gora d.d.","""+38645809400""",info@kr-gora.si,17,13.7857145,46.4845293,c875d4ce-4eb3-491b-9d0b-368984a68d41
Europe,EU,Poland,Koziniec �E��E Czarna Góra,Czarna Góra-Koziniec Sp. z o.o.,"""+4860505084""",info@koziniec-ski.pl,3,20.131884,49.366915,b5d2fc1e-3655-4f66-97bb-4202e98be2be
Europe,,Bosnia and Herzegovina,Kozara,Skijalište Kozara,"""+38766231410""",info@kozaraski.com,2,17,45,d43a78c7-dfa6-4068-8d9b-30115e240998
Europe,EU,Slovakia,Košútka �E��E HriŁEová,"Ski Centrum KOŠÁETKA, s.r.o.","""+421970814487""",info@kosutka.sk,3,19.532918,48.561442,508db094-5e18-4f76-9dd0-04981e7cda83
Europe,EU,Finland,Korkeakangas,Korkeakangas,"""+358401783838""",info@korkeakangas.fi,1,24.0880489,61.2519327,99b29117-d141-4474-a032-985ff0865b18
Europe,EU,Austria,Kolsassberg,"Schiliftbetriebe Gemeinden Weer, Kolsassberg, Kolsass KG","""+43522468511""",info@kolsassberglift.at,1,11.65295,47.28147,c33f4ba5-28bf-4344-a3a6-57f190aba836
Europe,EU,Finland,Ukko-Koli,Kolin matkailuyhdistys,"""+358451387429""",info@koli.fi,3,29.7999999,63.1,a546f02f-825b-4569-a732-ff7869000e26
Europe,EU,Denmark,Hoch Hylkedal �E��E Kolding,Kolding Skiklub,,info@koldingskiklub.dk,1,9.4355556,55.4763889,d6257dd2-bc28-4e74-b5c0-2b29cbf29ea3
Europe,EU,Germany,Kolbensattel �E��E Oberammergau,Kolbensesselbahn und Alpine Coaster,"""+4988224760""",info@kolbensattel.de,9,11.048628,47.598089,854c8dd0-43e7-47a9-81e7-9dc7c2273525
Europe,,Montenegro,Kolašin 1450,Kolašin 1450 Ski resort,"""+38220717845""",info@kolasin1450.com,6,19.630453,42.8292121,fb76b849-7b3e-4929-b36e-1ad7bd1f5e51
Europe,EU,Finland,Kokonniemi �E��E Porvoo,Kokonniemen Hiihtokeskus,"""+358405248096""",info@kokonniemi.fi,4,25.6914738,60.3604204,eefa9767-176b-4d19-87bf-01f3446f93e5
Europe,EU,Slovakia,Kokava-Línia,Ski Centrum Línia s.r.o.,"""+421474295728""",info@kokava-linia.eu,6,19.8415156,48.5702648,b94d8b29-868c-4aec-80e1-352c4359bc7d
Europe,EU,Austria,Königsberg �E��E Hollenstein an der Ybbs,Königsberg-Lifte,"""+43744571333""",info@koenigsberg.at,6,14.858889,47.797222,e5234044-eb1b-4c41-814b-cfcf3aa326e2
Europe,EU,Austria,Kötschach-Mauthen �E��E Vorhegg,Bergbahnen Kötschach-Mauthen,"""+4347158652""",info@koemau.com,4,12.9745775,46.6802744,c2b92df5-052d-4b86-b57a-eebc47c0b682
Europe,EU,United Kingdom,Knockhatch Ski Centre (dry slopes),Knockhatch Adventure Park Limited,"""+441323442051""",info@knockhatchskicentre.co.uk,2,0.2271213,50.8617452,4a506f90-a8dc-4910-80c9-fdd3c22d1dcd
Europe,EU,Czech Republic,Keilberg (Klínovec),Skiareál Klínovec s.r.o.,"""+420415240240""",info@klinovec.cz,8,12.9680556,50.3958333,61856b4c-7229-4192-b76f-8e3884d180d9
Europe,,Switzerland,Emmetten,Bergbahnen Beckenried-Emmetten AG,"""+41416246600""",info@klewenalp.ch,14,8.5134155,46.9567523,056e6bc2-550e-4b10-9486-06b1eb1ed27d
Europe,,Switzerland,Klewenalp,Bergbahnen Beckenried-Emmetten AG,"""+41416246600""",info@klewenalp.ch,14,8.4657007,46.9704961,ed634775-1c71-4ee2-88bd-f4ee4966bb7d
Europe,,Switzerland,Stockhütte �E��E Beckenried,Bergbahnen Beckenried-Emmetten AG,"""+41416246600""",info@klewenalp.ch,14,8.4828623,46.9358132,ffca7930-6600-43b7-8522-547809aef7a2
Europe,EU,Czech Republic,Klema,Ski Areál Klema,"""+420724225666""",info@klema.cz,3,14.36626,49.98661,206daa07-f870-4c11-a97f-e7c875d4296b
Europe,EU,Germany,Klausenlift �E��E Mehlmeisel,Gemeinde Mehlmeisel - Klausenlift,"""+499272909212""",info@klausenlift.de,3,11.847802,49.9691047,687c9dcd-f160-40be-95e3-175f1d457508
Europe,EU,Sweden,Kläppen,Kläppen Ski Resort AB,"""+4628096200""",info@klappen.se,19,13.340533,61.032407,dfc48ebe-eea4-4b89-965d-234c7084a889
Europe,EU,Austria,Bichlalm,Bergbahn AG Kitzbühel,"""+4353566951""",info@kitzski.at,1,11.6726046,47.116152,7523ddf7-fe14-4bd7-87c0-6048417b0c3c
Europe,EU,Austria,Kirchberg �E��E KitzSki,Bergbahn AG Kitzbühel,"""+4353566951""",info@kitzski.at,46,12.389977,47.442905,33176708-067c-48c6-9631-382ea495e3d7
Europe,EU,Austria,Kitzbüheler Horn,Bergbahn AG Kitzbühel,"""+4353566951""",info@kitzski.at,8,12.4166667,47.4666667,a1ec206c-c629-42c2-9ab4-c665a74ca0c5
Asia,,Japan,Pilatus Tateshina,Pilatus Tateshina Snow Resort,"""+81266672009""",info@kitayatu.jp,3,138.301437,36.068014,a09be239-3bec-451f-9490-94b78422a0d4
,,USA,Kirkwood,Kirkwood Mountain Resort,"""+12092586000""",info@kirkwood.com,13,-120.0722442,38.7023082,378917bb-c645-4b67-a3f2-56480f4f30e3
Europe,EU,Finland,Kirintövaara,Kirikeskus Oy,"""+358408367217""",info@kirikeskus.fi,1,28.2955963,66.105879,addef469-97eb-4dc4-a5a1-83d6aa9691da
,,USA,Killington,Killington Mountain Resort,"""+18024226200""",info@killington.com,20,-72.7798247,43.6775677,bec39873-8238-4e99-a802-a3e51e32b342
,,USA,Pico Mountain,Pico Mountain,"""+18024226200""",info@killington.com,7,-72.842512,43.6621499,ceb08fa6-b029-4170-ae24-23a3c160ca14
Europe,,Switzerland,Kiental,Sportbahnen Kiental AG,"""+41336761115""",info@kiental-sesselbahn.ch,3,7.723818,46.587988,7aacabb6-20e1-432e-8e4c-4594d3743c82
North America,,Canada,Kicking Horse �E��E Golden,Kicking Horse Mountain Resort,"""+12504395425""",info@kickinghorseresort.com,4,-117.0482516,51.2975688,88252fc1-0607-4954-9c0b-ce8ae528b2c9
Europe,,Switzerland,Kerenzerberg �E��E Filzbach,Sportbahnen Kerenzerberg GmbH,"""+41556141616""",info@kerenzerbergbahn.ch,2,9.11819,47.1213,aca0f9a8-da3b-49cc-87b7-e92ff38cfb03
Europe,EU,Czech Republic,Kempaland �E��E Bukovec,Bukovec Kempaland,"""+420773349348""",info@kempaland.eu,2,18.8354858,49.5563405,310b062a-e7a4-40d2-84f7-8dc0b21b8339
Europe,EU,Austria,Katschberg,Katschbergbahnen GmbH,"""+43473483888""",info@katschi.at,16,13.6155855,47.0591777,14c93ebb-efa8-413c-ae61-39859796cfcf
Europe,EU,Austria,Kasberg �E��E Grünau im Almtal,Kasberg-Bahnen HWB-Betriebs GmbH,"""+4376168329""",info@kasberg.at,10,13.9996398,47.8013684,81956c3a-af86-44ff-a1f6-ac50798edb24
Europe,EU,Austria,Karwendel Bergbahn (Zwölferkopf) �E��E Pertisau,Karwendel Bergbahn Achensee Berglift GmbH,"""+4352435326""",info@karwendel-bergbahn.at,7,11.6967852,47.4373108,bc89ff60-eeaa-46db-b2d2-f969b55648b5
Europe,EU,Austria,Karkogel �E��E Abtenau,Abtenauer Bergbahnen GmbH,"""+4362432432""",info@karkogel.com,5,13.3502922,47.5558235,bd06a361-9bbb-4ea6-b59e-c4248369fb9c
Europe,EU,France,Les Karellis,Régie de Remontées Mécaniques des Karellis,"""+33479595030""",info@karellis.com,16,6.4048037,45.2274742,d4351d66-356e-40d4-bd8d-f795e0641b25
Europe,EU,Sweden,Kappruet,Kappruet,"""+4668426070""",info@kappruet.se,1,12.770146,62.675569,e697f0e5-55dd-42f6-8caf-9bba8b410ddd
Europe,EU,Germany,Kandel,Kandellifte,"""+49768122099""",info@kandellifte.de,4,8.2,49.083333,247fb97d-4137-45c2-b304-787cef8b3d6b
Europe,EU,Germany,Kampenwand �E��E Aschau im Chiemgau,Kampenwandseilbahn GmbH,"""+4980524411""",info@kampenwand.de,4,12.3666669,47.756111,0f450466-6ab8-450b-8610-6ca2933f75e8
Europe,EU,Finland,Calpis,Kalpalinna,"""+35836881484""",info@kalpalinna.com,4,24.5952129,60.9277006,7ec64a10-5255-43d5-a186-54037a1b7568
Europe,,Switzerland,Kaiseregg,Kaisereggbahnen Schwarzsee AG,"""+41264121023""",info@kaisereggbahnen.ch,5,7.31905,46.6524,c93c045d-12bd-4f6f-8b69-08a6ebed2443
Europe,,Switzerland,Riggisalp �E��E Schwarzsee,Kaisereggbahnen Schwarzsee AG,"""+41264121023""",info@kaisereggbahnen.ch,5,7.2807275,46.6659091,2b92da3a-69c5-45f0-8178-7547254c9550
Europe,EU,Austria,Kaiserau �E��E Admont,Kaiserau-Tourismus GmbH,"""+43361335340""",info@kaiserau.at,3,14.4716206,47.5422753,1dc0d881-172d-4ef6-a769-fa3d56f64917
Europe,EU,Czech Republic,Kouty nad Desnou,Ski Areal Kouty,"""+420585283282""",info@k3-sport.cz,4,17.116552,50.1010437,9cac6a2c-942b-4961-bff1-912b5e2e9e77
Europe,EU,Austria,Jungholz,Skiliftges.m.b.H. Jungholz,"""+43567681450""",info@jungholz.de,7,10.4470548,47.5738729,b142743b-6e1f-4be6-9a43-f6ec08d809f7
Europe,,Switzerland,First �E��E Grindelwald,Firstbahn AG,"""+41338287711""",info@jungfrau.ch,9,8.053611,46.660556,224f5ef3-95be-47ee-b345-35d62b0ee9cf
Europe,,Switzerland,Kleine Scheidegg,Jungfrau Ski Region,"""+41338287233""",info@jungfrau.ch,24,7.9612252,46.5850153,c88ec551-28f2-4336-8b4b-7196e20556c5
Europe,,Switzerland,Männlichen �E��E Grindelwald,Jungfrau Ski Region,"""+41338287233""",info@jungfrau.ch,24,7.9409837,46.6141639,0584b84a-86d4-4f2e-91d2-89c38d617700
Europe,,Switzerland,Wengen,Jungfrau Ski Region,"""+41338287233""",info@jungfrau.ch,24,7.9215399,46.6054335,25a70222-cf1e-4f93-897a-2516330b805e
Europe,EU,Austria,Josefsberg �E��E Mitterbach am Erlaufsee,Josefsberg BetriebsgesmbH,"""+43272820475""",info@josefsberg.at,4,15.3,47.833333,78007d0c-108a-47a9-b922-978bd74eb38f
Europe,EU,Austria,Johnsbach (Admont),Skilift Johnsbach,"""+436766611339""",info@johnsbach.at,1,14.6044485,47.533114,814fe736-504f-411c-863a-953539783931
Europe,EU,Italy,Jochgrimm (Passo Oclini),Hotel Schwarzhorn,"""+390471887180""",info@jochgrimm.com,4,11.4506993,46.3470318,920603db-76d3-494b-a07c-d0e26636eed7
Europe,EU,Germany,Jenner �E��E Königssee (Schönau am Königssee),Berchtesgadener Bergbahn AG,"""+49865295810""",info@jennerbahn.de,8,13.0198717,47.5750781,2f5b7e6b-50f6-4e29-b7bf-10695904c1a1
,,USA,Jay Peak,Jay Peak,"""+18029882611""",info@jaypeakresort.com,7,-72.5045173,44.9379405,11d69954-0b00-4b0d-8cf7-26aa77c41d0f
Europe,EU,Slovakia,Jasná Nízke Tatry �E��E Chopok,"Tatry Mountain Resorts, a.s.","""+421445591670""",info@jasna.sk,22,19.5900273,48.9433925,dea6c563-af64-4730-9405-261963906183
Europe,EU,Sweden,Järvsö,Järvsöbacken,"""+4665141550""",info@jarvsobacken.se,7,16.1721867,61.7135286,378767be-9e07-4e9b-8c00-25cf824a0366
,,USA,Jackson Hole,Jackson Hole Mountain Resort,"""+13077332292""",info@jacksonhole.com,12,-110.7624282,43.4799291,b63680b5-34e9-401b-8b59-159e3b2cbd26
Europe,EU,Finland,Ylläs,Sport Resort Ylläs,"""+358165103500""",info@iso-yllas.fi,26,24.2333332,67.5666667,7c6ed68d-138f-46e4-8b7f-66afa29d7bb5
Europe,EU,Sweden,Isaberg �E��E Hestra,Stiftelsen Isabergstoppen,"""+46370339300""",info@isaberg.com,8,13.623872,57.436738,3366d0bb-4d5b-4802-899e-dd8b9c2ffd1a
Europe,EU,Germany,Pommernlift �E��E Inzell,Inzeller Touristik GmbH,"""+49866598850""",info@inzell.de,1,12.72425,47.76234,18020515-78f0-4190-8fa2-23bed2089a43
,,USA,Indian Lake,Indian Lake Town Ski Hill & Skating Rink,"""+15186485828""",info@indian-lake.com,1,-74.2653667,43.7824501,4333670b-6d21-4555-a4a8-d9471ebd1fa4
Europe,EU,Austria,Hoch-Imst �E��E Imst,Imster Bergbahnen,"""+43541266322""",info@imster-bergbahnen.at,4,10.7237077,47.2446722,0237b2be-7718-48f1-8186-51343d7e1403
Europe,EU,Germany,Steibis �E��E Imberg (Oberstaufen),Imbergbahn & Ski-Arena Steibis GmbH & Co. KG,"""+4983868112""",info@imbergbahn.de,12,10.022737,47.5207801,b2d014a1-7a51-418a-9a81-b1440fe9da0c
Europe,EU,Sweden,Idre Fjäll,Idre Fjäll,"""+4625341000""",info@idrefjall.se,22,12.7258736,61.8579343,3c9070b5-a710-4e78-8d8a-305cddbae69d
Europe,EU,Belgium,Ice Mountain (indoor ski area),Ice Mountain,"""+3256554540""",info@ice-mountain.com,3,3.0053709,50.7827805,37156e4d-bb92-47f3-ac5e-515d914e0553
Asia,,Japan,Ibuki no Sato,Ibuki no Sato Ski Resort,"""+81867772266""",Info@ibukinosato.co.jp,3,135.822504,35.123042,ef1a6acb-6a3b-49ad-866b-9236929bf3a9
Europe,EU,Germany,Iberg �E��E Riedholz (Maierhöfen),Iberg Skilifte,"""+498383229""",info@iberg.de,2,10.0415301,47.63775,7108651e-76c5-45df-8526-5194da16da64
Asia,,Japan,Iwakisan Hyakuzawa,Iwakisan Hyakuzawa,"""+81172832224""",info@hyakuzawa-ski.com,4,140.3027778,40.6561111,42f6c2ff-6d85-4396-a5ba-cba0dc8fcb1d
Europe,EU,Czech Republic,Horní Vltavice,Skiareál Nad Kovárnou - Horní Vltavice,"""+420724233644233644""",info@hvltavice.cz,3,13.7586972,48.9570488,00088fe0-6d6a-46ca-87cf-d018ec0bb487
Europe,EU,Germany,Erbeskopf �E��E Thalfang,Hunsrückhaus,"""+496504778""",info@hunsrueckhaus.de,3,7.0897222,49.7297222,8bea059c-4de4-451c-8bb5-9a9baa3f6a18
Europe,EU,Germany,Hundseck �E��E Bühlertallifte,Bühlertallift Hundseck GbR,"""+497226283""",info@hundseck.de,2,8.232405,48.645677,b2865ac2-ca1e-4dc1-bacf-bf13f7c5327f
Europe,EU,Germany,Hunau �E��E Bödefeld,Bödefeld-Hunau-Lift GmbH,"""+4929771444""",info@hunaulift.de,3,8.39391,51.24998,29fd6f83-bf13-445d-99e6-d4bdf2f13cfc
Europe,EU,Austria,Hüttegglift �E��E Weerberg,Hüttegglift - Gilfertlift Gesellschaft mbH & Co KG,"""+43522468562""",info@huettegglift.at,1,11.6752237,47.2908105,1d6556ed-ccc7-4550-8a54-30c609f05e50
Europe,EU,Germany,Hündle,Hündle GmbH & Co. KG,"""+4983862720""",info@huendle.de,10,10.0615732,47.540976,0e30a737-894e-4843-8346-dc293935abec
Europe,EU,Germany,Thalkirchdorf (Oberstaufen),Hündle GmbH & Co. KG,"""+4983862720""",info@huendle.de,10,10.0884993,47.5526967,01b8cdb4-0d7a-4029-8216-158d552ed58f
North America,,Canada,Hudson Bay Mountain �E��E Smithers,Hudson Bay Mountain Resort Inc.,"""+12508472058""",info@hudsonbaymountain.com,4,-127.1711832,54.7801118,13f114dc-4712-4316-9676-bc8344347cd3
Europe,EU,Germany,Rimberg (Schmallenberg),Hotel Rimberg,"""+4929747770""",info@hotel-rimberg.de,1,8.3476621,51.2165953,8c819edb-2f9a-4fc7-9406-7937868b84cb
Europe,EU,Slovakia,KrpáāEovo,Lyžiarske stredisko KrpáāEovo,"""+4210903566653""",info@hotelhydro.sk,2,19.54838,48.87356,19fbddb9-bfd5-4f96-9608-444b89f51f92
Europe,EU,Slovenia,Cerkno,CERKNO RESORT Ski & Mountain,"""+38653743400""",info@hotel-cerkno.si,8,13.9891931,46.128954,9ffdb82b-c382-4e72-a4da-1f530fcdba53
Europe,EU,Germany,Herzogsreut (Hinterschmiding),Skilift Herzogsreut,"""+491758589504""",info@holzmetall.com,1,13.6410682,48.8380104,8ac6ff8b-1630-41d9-879c-536c4e6bfc99
,,USA,Holimont,HoliMont Ski Area,"""+17166992320""",info@holimont.com,8,-78.689435,42.273164,06b4d858-8eab-449e-97b1-325e01a37234
North America,,Canada,Holiday Mountain (MB),Holiday Mountain,"""+12042422172""",info@holidaymountain.com,2,-98.693747,49.237733,0100f4d2-372c-4649-a37f-357b8c43ac7e
Europe,,Switzerland,Hohsaas �E��E Saas-Grund,Bergbahnen Hohsaas AG,"""+41279581580""",info@hohsaas.info,6,7.9386241,46.1281627,2cc4f52e-32fc-44cd-be50-b606fc45a8dd
Europe,,Switzerland,Hohe Winde �E��E Beinwil,Skilift Hohe Winde AG,"""+41797919010""",info@hohe-winde.ch,2,7.57981,47.3427999,6dcf150d-2718-43b3-af79-f8b485d2a1f0
Europe,EU,Germany,Hohenbogen �E��E Neukirchen bei Hl. Blut,Hohenbogenbahn GmbH und Co. KG,"""+499947464""",info@hohenbogen.de,3,12.9113889,49.245,9b84e69a-d333-4570-ada8-5e23a5f4ec90
Europe,EU,Germany,Hörnle �E��E Bad Kohlgrub,Hörnle Schwebebahn GmbH & Co. KG,"""+49884574900""",info@hoernlebahn.de,5,11.074444,47.638889,bc68ee74-55f3-4afd-91bf-797d0f2ae920
Europe,EU,Germany,Hörnerbahn �E��E Bolsterlang,Hörnerbahn GmbH & Co. KG,"""+4983269091""",info@hoernerbahn.de,7,10.2342258,47.4603017,87ec5bbb-e92f-4a1a-9378-5843ecd61b27
Europe,EU,Austria,Hochfügen (SKi-optimal),Bergbahnen Skizentrum Hochzillertal GesmbH & Co KG,"""+4352832800""",info@hochzillertal.com,36,11.874288,47.2896735,99267846-2dc4-48e1-9fc2-3a7b945bb037
Europe,EU,Austria,Kaltenbach �E��E Hochzillertal,Bergbahnen Skizentrum Hochzillertal GesmbH & Co KG,"""+4352832800""",info@hochzillertal.com,36,11.874288,47.2896735,956f39fe-7f06-466f-8283-dc8e1f0744ed
Europe,EU,Austria,Hochzeiger �E��E Jerzens,Hochzeiger Bergbahnen Pitztal AG,"""+43541487000""",info@hochzeiger.com,9,10.8,47.15,bb650e84-b2f2-4d4a-ba98-c8ec8024f4c1
Europe,,Switzerland,Hoch-Ybrig �E��E Unteriberg,Ferien- und Sportzentrum Hoch-Ybrig AG,"""+41554146060""",info@hoch-ybrig.ch,12,8.8088674,47.0200719,960d266d-0b1d-40c8-b4fb-87ba5f2b9710
Europe,,Switzerland,Oberiberg,Ferien- und Sportzentrum Hoch-Ybrig AG,"""+41554146060""",info@hoch-ybrig.ch,12,8.7820284,47.0398727,6f4e86c5-12d8-46ab-8d3c-bb8020363e9c
Europe,EU,Germany,Hochsolling,Touristik Information Hochsolling,"""+4955361011""",info@hochsolling.de,1,9.518728,51.7445068,600b1518-a7d6-4d35-a9d9-59bd26cb14f5
Europe,EU,Germany,Hochschwarzeck �E��E Ramsau bei Berchtesgaden,Hochschwarzeck Bergbahn GmbH,"""+498657368""",info@hochschwarzeck.info,4,12.9164349,47.605198,f2eb7005-8f90-422a-bc51-ad5e19b6aa7b
Europe,EU,Austria,Sillian �E��E Thurntaler (Hochpustertal),Hochpustertaler Bergbahnen,"""+43484260110""",info@hochpustertal-ski.at,7,12.43348,46.7518621,735302f2-52e6-47f4-a841-d782074be8d8
Europe,EU,Germany,Hochpröller,Berggasthof Hochpröller,"""+499965471""",info@hochproeller.com,1,12.8242475,49.024858,2ffd7536-3ff0-4694-bb71-0bd25397c1a1
Europe,EU,Austria,Hochoetz �E��E Oetz,Schiregion Hochoetz,"""+4352526385""",info@hochoetz.at,12,10.903166,47.199995,0d313bdf-93b6-44ee-aaf9-b3066f102306
Europe,EU,Austria,Hochmoos �E��E Leutasch,Bergbahn Leutasch GmbH Kreithlift,"""+4352146219""",info@hochmoos-tirol.com,3,11.15,47.35,4a3c8f15-3c6e-4f5d-a744-54ea9bcba1c9
Europe,EU,Austria,Hochlecken �E��E Neukirchen (Altmünster),Hochlecken Schilifte,"""+4306642418890""",info@hochlecken.at,5,13.71293,47.87794,75643019-87d8-4472-b899-f0bfee501470
Europe,EU,Austria,Hochkeil am Hochkönig,Arthurhaus Radacher GMBH & CoKG,"""+4364677202""",info@hochkeil.at,5,13.1414291,47.4022696,dc8de193-c879-4c4f-bf29-6189d640dc4d
Europe,EU,Austria,Hochkar �E��E Göstling,Hochkar Bergbahnen GmbH,"""+43748421220""",info@hochkar.com,8,14.918329,47.718465,8a8a44a6-ede2-498e-a622-cb7ee617eb79
Europe,EU,Austria,Hochficht,Hochficht Bergbahnen GmbH,"""+4372816361""",info@hochficht.at,6,13.9166667,48.7333333,a8612a85-b2d6-4ee8-9576-e699c5b87327
Europe,EU,Germany,Hochfelln �E��E Bergen,Bergener Hochfelln-Seilbahnen GmbH & Co. KG,"""+4986628511""",info@hochfelln-seilbahnen.de,6,12.5608332,47.7594444,a4371fda-1c91-4a4a-8f2c-bdd0a9281fb5
Europe,EU,Germany,Oberaudorf �E��E Hocheck,Hocheck Bergbahnen und Freizeitanlagen GmbH & Co. KG,"""+49803330350""",info@hocheck.com,5,12.159167,47.646944,d38d82bc-52d2-4d79-8a29-65aaf31a6865
Europe,EU,Austria,Rauriser Hochalmbahnen �E��E Rauris,Rauriser Hochalmbahnen AG,"""+43654463410""",info@hochalmbahnen.at,10,12.991193,47.223734,cddf37dd-aff8-4a8e-8120-edf080aeec21
Europe,EU,Austria,Hinterstoder �E��E Höss,Hinterstoder-Wurzeralm Bergbahnen AG,"""+4375645275""",info@hiwu.at,14,14.1566449,47.699155,5b0b9b3c-ba45-44a2-959d-f39b1374c326
Europe,EU,Austria,Wurzeralm �E��E Spital am Pyhrn,Hinterstoder-Wurzeralm Bergbahnen AG,"""+4375645275""",info@hiwu.at,7,14.2937506,47.6491316,c535f2ba-d482-431c-8c14-aae73165e335
Europe,EU,Austria,Hintertux Glacier (Hintertuxer Gletscher),Zillertaler Gletscherbahn GmbH & Co KG,"""+4352878510""",info@hintertuxergletscher.at,20,11.6675254,47.0613072,cb3fa519-93f1-496d-af2a-145eb56c3c8a
Europe,EU,Austria,Hinterreit �E��E Saalfelden am Steinernen Meer,Familienskiberg Hinterreit,"""+4365847780""",info@hinterreit.at,3,12.888079,47.401196,6c955ade-2def-4235-9c62-96f25acfa76d
,,USA,Hilltop �E��E Anchorage,Hilltop Ski Area,"""+19073461446""",info@hilltopskiarea.org,3,-149.7449609,61.140846,b90ed3f1-b53e-41b3-b1bc-c833587813d2
